Screen Name,User Name,Tweet Created At,Tweet Text,User Location,Retweet Count,Phone Type,Hashtags,Country Code,Country,lat,long,Polarity,Sentiment
rvp,Ravi Visvesvaraya Sharada Prasad ,08-12-2019 07:07,rt machineml  rt calvinhobbes rt aivids          type of artificial intelligence inspired by brain  scitechdaily                                                             ,"New Delhi, India ",0,IFTTT , LI New Robotics Data DataScience BigData Technology ArtificialIntelligence AI Autom,in,India,28.6141793,77.2022662,0.743,POSITIVE
rvp,Ravi Visvesvaraya Sharada Prasad ,08-12-2019 07:06,"rt iainljbrown  new type of artificial intelligence inspired by brain  scitechdaily

read more here 

   ","New Delhi, India ",0,IFTTT , LI ArtificialIntelligence AI DataScience MachineLearning BigData DeepLearning NLP Robots IoT rvp 7GTech Artificial,in,India,28.6141793,77.2022662,0.743,POSITIVE
jaume_olledo,Jaume Olledo ,08-12-2019 07:03, benefits amp risks of artificial intelligence   via     ,Espa  a ,36,Twitter Web App , MachineLearning DeepLearning BigData,fi,Finland,60.1674522,24.947573,0.5574,POSITIVE
RPA_workforce,Jan Josting ,08-12-2019 06:50,"read about the  bn investment of in a company called openai they are trying to be the front runners in  read about their intentions and goals here    

","Cologne, Germany ",0,Hootsuite Inc. , Microsoft ArtificialIntelligence AI MachineLearning ML BigData IoT DeepLearning Robotics,de,Germany,50.938361,6.959974,0.0,NEUTRAL
sectest9,Security Testing ,08-12-2019 06:42, benefits amp risks of artificial intelligence   via     ,"Hyderabad, India ",36,auto is the only way it can be  , MachineLearning DeepLearning BigData,in,India,17.3887859,78.4610647,0.5574,POSITIVE
ajmuguia,Albert Muguia ,08-12-2019 06:42, benefits amp risks of artificial intelligence   via     ,Espa  a ,36,Twitter Web App , MachineLearning DeepLearning BigData,fi,Finland,60.1674522,24.947573,0.5574,POSITIVE
chidambara09,Chidambara .ML. ,08-12-2019 06:38, benefits amp risks of artificial intelligence   via     ,Mysore  and  BERLIN  ,36,Twitter Web App , MachineLearning DeepLearning BigData,de,Germany,52.52437,13.41053,0.5574,POSITIVE
ArkangelScrap,ArkangelScrap ,08-12-2019 06:33," robotic process automation tools

rpa is one of the most popular forms of business automation technology in the enterprise    ",France ,6,Twitter Web App ,nan,fr,France,46.603354,1.8883335,0.4754,POSITIVE
TheCuriousLuke,Curious Luke ,08-12-2019 06:33, benefits amp risks of artificial intelligence   via     ,Switzerland ,36,RTML , MachineLearning DeepLearning BigData,ch,Switzerland,46.7985624,8.2319736,0.5574,POSITIVE
jose_garde,Garde Lecumberri ,08-12-2019 06:32,benefits amp risks of artificial intelligence   via  ,"Pamplona, Navarra, Spain ",36,Twitter Web App , MachineLearning DeepLearning BigData IoT DataScience Robotics ArtificialIntelligence,es,Spain,42.8184538,-1.6442556,0.5574,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,08-12-2019 05:54,in energy amp utilities market research involves detailed analysis for each of the segments and subcategories for market trends recent developments outlook and opportunities    technology news it t  ,"Toronto, Ontario ",0,Twibble.io , Artificial Intelligence AI ArtificialIntelligence,ca,Canada,43.653963,-79.387207,0.5719,POSITIVE
ClaudiaLemke90,Claudia Lemke ,08-12-2019 05:40, what just happened the rise of interest in artificial intelligence ,"Berlin, Germany ",11,Twitter for iPad , robotics bigdata aiforgood,de,Germany,52.5170365,13.3888599,0.7269,POSITIVE
ssn4value,SSN 4 Value ,08-12-2019 05:25,based on the and   the san francisco ca provider of intelligenceenabled  raised  million in funding from  beta ventures and venture partners ,United States ,0,Sprout Social , business valuation due diligence Replicant AI artificial voice technologies seed Atomic Bloomberg Costanoa Norwest,us,USA,39.7837304,-100.4458825,0.0,NEUTRAL
jmarinpu,Jordi Marin ,08-12-2019 05:22, what just happened the rise of interest in artificial intelligence ,Matar  /Maresme/Barcelona ,11,Twitter Web App , robotics bigdata aiforgood,es,Spain,41.51667,2.3,0.7269,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,08-12-2019 04:54,intelligence quantum computing and the laws of encryption    dataquest quantum computing is undeniably the next generation of computing as quantum power has the ability to complete operations that took days within seconds  ,"Toronto, Ontario ",0,Twibble.io , Artificial AI Toronto Fraud,ca,Canada,43.653963,-79.387207,0.6597,POSITIVE
Nicochan33,Nicolas Babin ,08-12-2019 04:52," what just happened 

the rise of interest in 

    ",France ,12,TwinyBots , ArtificialIntelligence fintech AI,fr,France,46.603354,1.8883335,0.4588,POSITIVE
prakashadvani,Prakash Advani ,08-12-2019 03:03," what just happened 

the rise of interest in 

    ",Mumbai ,12,TwinyBots , ArtificialIntelligence fintech AI,in,India,18.9387711,72.8353355,0.4588,POSITIVE
EdKwedar,Ed Kwedar ,08-12-2019 02:28, what just happened the rise of interest in artificial intelligence ,Philadelphia PA ,11,Twitter for iPhone , robotics bigdata aiforgood,us,USA,39.9527237,-75.1635262,0.7269,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,08-12-2019 02:24,new type of inspired by brain    scitechdaily though the brain is a very slow machine its capabilities exceed typical stateoftheart ultrafast artificial intelligence algorithms hence a  ,"Toronto, Ontario ",0,Twibble.io , Artificial Intelligence ArtificialIntelligence Toronto AI,ca,Canada,43.653963,-79.387207,0.743,POSITIVE
JuergenKob,J  rgen Ko,08-12-2019 00:51," what just happened 

the rise of interest in 

    ","Zug, Schweiz ",12,TwinyBots , ArtificialIntelligence fintech AI,ch,Switzerland,47.1679898,8.5173652,0.4588,POSITIVE
marketingtobe,Cristian Orellana Pino      MARKETING TO BE      ,08-11-2019 20:49," the age of artificial intelligence cities and the ai edge
   ",Chile          | Brasil            ,11,Twitter Web App , ai technology artificialintelligence tech,br,Brazil,-4.889262,-38.437299,0.4767,POSITIVE
TheCuriousLuke,Curious Luke ,08-11-2019 20:48," the age of artificial intelligence cities and the ai edge
   ",Switzerland ,11,RTML , ai technology artificialintelligence tech,ch,Switzerland,46.7985624,8.2319736,0.4767,POSITIVE
programminbuddy,ProgrammingBuddyClu,08-11-2019 20:47," the age of artificial intelligence cities and the ai edge
   ",United States ,11,Udemy Offer , ai technology artificialintelligence tech,us,USA,39.7837304,-100.4458825,0.4767,POSITIVE
gregshanahan,"Greg Shanahan, MPA ",08-11-2019 20:45, what just happened the rise of interest in artificial intelligence ,"Weymouth, MA ",11,Twitter Web App , robotics bigdata aiforgood,us,USA,42.2212188,-70.9391625,0.7269,POSITIVE
OmJaisw31477171,Om Jaiswal ,08-11-2019 20:45," the age of artificial intelligence cities and the ai edge
   ","Mumbai, India ",11,Twitter for Android , ai technology artificialintelligence tech,in,India,18.9387711,72.8353355,0.4767,POSITIVE
SogatecniaI,Sogatecnia Innova ,08-11-2019 20:35, what just happened the rise of interest in artificial intelligence ,Spain ,11,TwinyBots , robotics bigdata aiforgood,es,Spain,39.3262345,-4.8380649,0.7269,POSITIVE
CorporativeLaw,Business Advocacy ,08-11-2019 20:09, what just happened the rise of interest in artificial intelligence ,M  xico ,11,Twitter for iPhone , robotics bigdata aiforgood,mx,Mexico,19.4457798,-97.0707568,0.7269,POSITIVE
SpirosMargaris,Spiros Margaris ,08-11-2019 20:09," what just happened 

the rise of interest in 

    ",All Over the World ,12,Twitter for iPhone , ArtificialIntelligence fintech AI,nl,Netherlands,51.8448838,5.8641598,0.4588,POSITIVE
DwaineDGilmer,Dwaine Gilmer ,08-11-2019 19:30, what just happened the rise of interest in artificial intelligence ,"Charlotte, NC USA ",11,Twitter for Android , robotics bigdata aiforgood,us,USA,35.2270869,-80.8431268,0.7269,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,08-11-2019 19:24,enhancement in is need of an hour study    times now washington dc a pair of researchers concluded in an analysis that artificial intelligence engineers should enlist ideas from a broad ran  ,"Toronto, Ontario ",0,Twibble.io , Artificial Intelligence AI ArtificialIntelligence Toronto,ca,Canada,43.653963,-79.387207,0.4767,POSITIVE
nordicinst,Nordic AI Artificial Intelligence Institute ,08-11-2019 18:08,what just happened the rise of interest in artificial intelligence ,Global ,11,IFTTT , robotics bigdata aiforgood,ca,Canada,43.7283874,-79.3491488,0.7269,POSITIVE
BobWillcox,Bob Willcox ,08-11-2019 18:04, the future of in artificial intelligence amp great video with  former director of the     ,Trowbridge ,10,Twitter for Android , Innovation Robotics,gb,United Kingdom,51.3191947,-2.2040788,0.802,POSITIVE
ch_estay,C A Estay-Niculcar ,08-11-2019 18:03," what just happened 

the rise of interest in 

    ",Ecuador ,12,Twitter for Android , ArtificialIntelligence fintech AI,ec,Ecuador,-1.3397668,-79.3666965,0.4588,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,08-11-2019 17:54,education key to coexisting with intelligence    la junta tribune democrat i am frequently asked about the value of a fouryear college degree many of those asking are parents or high school graduates who are trying to ga  ,"Toronto, Ontario ",0,Twibble.io , artificial Fraud AI Toronto,ca,Canada,43.653963,-79.387207,0.6705,POSITIVE
tukurbk,NA ANNABI NE ,08-11-2019 17:48, the future of in artificial intelligence amp great video with  former director of the     ,NIGERIA ,10,Twitter for Android , Innovation Robotics,ng,Nigeria,9.6000359,7.9999721,0.802,POSITIVE
SantchiWeb,Santchi ,08-11-2019 17:05," what just happened 

the rise of interest in 

    ",Wirral ,12,Santchi App , ArtificialIntelligence fintech AI,gb,United Kingdom,53.3409714,-3.0500916,0.4588,POSITIVE
SpirosMargaris,Spiros Margaris ,08-11-2019 17:05,"what just happened 

the rise of interest in 

   ",All Over the World ,12,Buffer , ArtificialIntelligence fintech AI MachineLearning DeepLearning robotics,nl,Netherlands,51.8448838,5.8641598,0.4588,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,08-11-2019 16:54,the languages of intelligence    toolbox one of the first steps in the development of in the universities was the writing of a new language lisp which has become one of the central features of ai and   ,"Toronto, Ontario ",0,Twibble.io , Artificial AI Fraud ArtificialIntelligence,ca,Canada,43.653963,-79.387207,0.4767,POSITIVE
IngeniousChi,IngeniousChiHuaHua ,08-11-2019 15:43, the future of in artificial intelligence amp great video with  former director of the     ,Earth ,10,Twitter Web App , Innovation Robotics,us,USA,34.2331373,-102.4107493,0.802,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,08-11-2019 15:24,what just happened the rise of interest in  thehill    the hill artificial intelligence or for short has become quite the public buzzword companies and investors are pouring money  ,"Toronto, Ontario ",0,Twibble.io , Artificial Intelligence AI Fraud ArtificialIntelligence Toronto,ca,Canada,43.653963,-79.387207,0.7269,POSITIVE
Parveen00135339,Parveen Dass ,08-11-2019 15:08," the rise of artificial intelligence

   ","Haryana, India ",3,Twitter for Android , artificialintelligence ai machinelearning technology datascience robotics,in,India,29,76,0.4767,POSITIVE
FelipefajardoP,Jose Felipe Fajardo ,08-11-2019 12:46, the future of in artificial intelligence amp great video with  former director of the     ,Canc  n ,10,Twitter for iPhone , Innovation Robotics,us,USA,40.2524662,-111.6528747,0.802,POSITIVE
IoTtogether,IoT Disruption ,08-11-2019 12:14, or as we might live with and an open in a i tend to think of    ,"Texas, USA ",2,Retweet not , SmartLiving artificial intelligence IoT new reality,us,USA,31.8160381,-99.5120986,0.0,NEUTRAL
TechnoJeder,TechnoJeder A.I. ,08-11-2019 12:13, or as we might live with and an open in a i tend to think of    ,India ,2,TechnoJeder , SmartLiving artificial intelligence IoT new reality,in,India,22.3511148,78.6677428,0.0,NEUTRAL
SaeedBaygi,Saeed Valadbaygi ,08-11-2019 09:54,bar ilan the brain inspires a new type of intelligence    the jewish press   machine learning introduced  years ago is based on evidence of the dynamics of learning in our brain using the s  ,"Toronto, Ontario ",0,Twibble.io , Artificial Business AI Toronto,ca,Canada,43.653963,-79.387207,0.7964,POSITIVE
Pardoe_AI,Prof Andy Pardoe #intoAI #AI Conf & Expo 31st Oct ,08-11-2019 09:49, self driving cars as perfect examples of universal machine are proof that intelligence  is impos    ,Global ,1,integration with twitter25 , Turing artificial AI,ca,Canada,43.7283874,-79.3491488,0.7783,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,08-11-2019 09:24,bis the key to revolutionize the procurement process  read spendedge s latest blog to understand the impact of in procurement     londonbusiness wire spendedge a leading provider of pro  ,"Toronto, Ontario ",0,Twibble.io , Artificial Intelligence AI Toronto,ca,Canada,43.653963,-79.387207,0.0,NEUTRAL
AndrejDrapal,Andrej Drapal ,08-11-2019 09:20,self driving cars as perfect examples of universal machine are proof that intelligence  is impossible of unmasks false predictions  ,Ljubljana ,1,Hootsuite Inc. , Turing artificial AI Life brands Musk,si,Slovenia,46.0499803,14.5068602,0.7783,POSITIVE
OpenMarketingTV,Tony Thijs ,08-11-2019 08:33," the age of artificial intelligence cities and the ai edge
   ",Amsterdam ,11,Twitter for Android , ai technology artificialintelligence tech,nl,Netherlands,52.3745403,4.8979755,0.4767,POSITIVE
SaeedBaygi,Saeed Valadbaygi ,08-11-2019 08:24,human in the age of    times of india the advancements in the domain of artificial intelligence ai are accelerating the transformation the old and conventional way of working and   ,"Toronto, Ontario ",0,Twibble.io , Artificial Intelligence business AI ArtificialIntelligence Fraud,ca,Canada,43.653963,-79.387207,0.4767,POSITIVE
ukrphysics,Institute High Tech ,08-11-2019 07:38, based on the and   the san francisco ca provider of intelligenceenabled  raised  million in funding from  beta v    ,UKRAINE ,0,IFTTT , business valuation due diligence Replicant AI artificial voice technologies seed Atomic Bloomberg Costanoa,ua,Ukraine,49.4871968,31.2718321,0.0,NEUTRAL
SaeedBaygi,Saeed Valadbaygi ,08-11-2019 07:24,education key to coexisting with intelligence    fowler tribune i am frequently asked about the value of a fouryear college degree many of those asking are parents or high school graduates who are trying to gauge the   ,"Toronto, Ontario ",0,Twibble.io , artificial Toronto Business AI,ca,Canada,43.653963,-79.387207,0.6705,POSITIVE
rvp,Ravi Visvesvaraya Sharada Prasad ,08-11-2019 07:07,rt machineml  rt aivids          age of artificial intelligence cities and the ai edge  the straits times                                                                 ,"New Delhi, India ",0,IFTTT , LI The Robotics Data DataScience BigData Technology ArtificialIntelligence AI Automation,in,India,28.6141793,77.2022662,0.4767,POSITIVE
ssn4value,SSN 4 Value ,08-11-2019 05:25,based on the and   the san francisco ca provider of intelligenceenabled  raised  million in funding from  beta ventures and venture partners ,United States ,0,Sprout Social , business valuation due diligence Replicant AI artificial voice technologies seed Atomic Bloomberg Costanoa Norwest,us,USA,39.7837304,-100.4458825,0.0,NEUTRAL
